vtkOriginalIndices,Structured Coordinates:0,Structured Coordinates:1,Structured Coordinates:2,Cell Type,EulerAngles:0,EulerAngles:1,EulerAngles:2,FeatureIds,GBEuclideanDistances,IPFColor:0,IPFColor:1,IPFColor:2,Phases,QPEuclideanDistances,TJEuclideanDistances,__vtkIsSelected__
5030,11,8,11,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,2.73724,0
5031,12,8,11,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,3.18198,0
5032,13,8,11,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,3.62802,0
5033,14,8,11,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,4.07492,0
5034,15,8,11,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,4.52244,0
5035,16,8,11,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,4.97041,0
5036,17,8,11,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,5.41872,0
5037,18,8,11,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,5.86728,0
5038,19,8,11,11,5.18605,0.570747,1.84487,3,5.4,202,255,186,1,-1,6.31605,0
5039,20,8,11,11,5.18605,0.570747,1.84487,3,5.85,202,255,186,1,-1,6.76498,0
5040,0,9,11,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,2.25,0
5041,1,9,11,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,1.8,0
5042,2,9,11,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,1.35,0
5043,3,9,11,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,0.9,0
5044,4,9,11,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,0.45,0
5045,5,9,11,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,0,0
5046,6,9,11,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,0.45,0
5047,7,9,11,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,0.9,0
5048,8,9,11,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,1.35,0
5049,9,9,11,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,1.8,0
5050,10,9,11,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,2.25,0
5051,11,9,11,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,2.7,0
5052,12,9,11,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,3.15,0
5053,13,9,11,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,3.6,0
5054,14,9,11,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,4.05,0
5055,15,9,11,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,4.5,0
5056,16,9,11,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,4.95,0
5057,17,9,11,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,5.4,0
5058,18,9,11,11,5.18605,0.570747,1.84487,3,5.4,202,255,186,1,-1,5.85,0
5059,19,9,11,11,5.18605,0.570747,1.84487,3,5.85,202,255,186,1,-1,6.3,0
5060,20,9,11,11,5.18605,0.570747,1.84487,3,6.3,202,255,186,1,-1,6.75,0
5061,0,10,11,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,1.8554,0
5062,1,10,11,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,1.42302,0
5063,2,10,11,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,1.00623,0
5064,3,10,11,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,0.636396,0
5065,4,10,11,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,0.45,0
5066,5,10,11,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,0,0
5067,6,10,11,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,0.45,0
5068,7,10,11,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,0.9,0
5069,8,10,11,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,1.35,0
5070,9,10,11,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,1.8,0
5071,10,10,11,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,2.25,0
5072,11,10,11,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,2.7,0
5073,12,10,11,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,3.15,0
5074,13,10,11,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,3.6,0
5075,14,10,11,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,4.05,0
5076,15,10,11,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,4.5,0
5077,16,10,11,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,4.95,0
5078,17,10,11,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,5.4,0
5079,18,10,11,11,5.18605,0.570747,1.84487,3,5.4,202,255,186,1,-1,5.85,0
5080,19,10,11,11,5.18605,0.570747,1.84487,3,5.85,202,255,186,1,-1,6.3,0
5081,20,10,11,11,5.18605,0.570747,1.84487,3,6.3,202,255,186,1,-1,6.75,0
5082,0,11,11,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,1.90919,0
5083,1,11,11,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,1.49248,0
5084,2,11,11,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,1.10227,0
5085,3,11,11,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,0.779423,0
5086,4,11,11,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,0.636396,0
5087,5,11,11,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,0.45,0
5088,6,11,11,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,0.636396,0
5089,7,11,11,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,1.00623,0
5090,8,11,11,11,5.18605,0.570747,1.84487,3,0.636396,202,255,186,1,-1,1.42302,0
5091,9,11,11,11,5.18605,0.570747,1.84487,3,1.00623,202,255,186,1,-1,1.8554,0
5092,10,11,11,11,5.18605,0.570747,1.84487,3,1.42302,202,255,186,1,-1,2.29456,0
5093,11,11,11,11,5.18605,0.570747,1.84487,3,1.8554,202,255,186,1,-1,2.73724,0
5094,12,11,11,11,5.18605,0.570747,1.84487,3,2.29456,202,255,186,1,-1,3.18198,0
5095,13,11,11,11,5.18605,0.570747,1.84487,3,2.73724,202,255,186,1,-1,3.62802,0
5096,14,11,11,11,5.18605,0.570747,1.84487,3,3.18198,202,255,186,1,-1,4.07492,0
5097,15,11,11,11,5.18605,0.570747,1.84487,3,3.62802,202,255,186,1,-1,4.52244,0
5098,16,11,11,11,5.18605,0.570747,1.84487,3,4.07492,202,255,186,1,-1,4.97041,0
5099,17,11,11,11,5.18605,0.570747,1.84487,3,4.52244,202,255,186,1,-1,5.41872,0
5100,18,11,11,11,5.18605,0.570747,1.84487,3,4.97041,202,255,186,1,-1,5.86728,0
5101,19,11,11,11,5.18605,0.570747,1.84487,3,5.41872,202,255,186,1,-1,6.31605,0
5102,20,11,11,11,5.18605,0.570747,1.84487,3,5.86728,202,255,186,1,-1,6.76498,0
5103,0,12,11,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,2.06216,0
5104,1,12,11,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,1.68375,0
5105,2,12,11,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,1.35,0
5106,3,12,11,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,1.10227,0
5107,4,12,11,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,1.00623,0
5108,5,12,11,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,0.9,0
5109,6,12,11,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,1.00623,0
5110,7,12,11,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,1.27279,0
5111,8,12,11,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,1.6225,0
5112,9,12,11,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,2.01246,0
5113,10,12,11,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,2.42332,0
5114,11,12,11,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,2.84605,0
5115,12,12,11,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,3.27605,0
5116,13,12,11,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,3.71079,0
5117,14,12,11,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,4.1488,0
5118,15,12,11,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,4.58912,0
5119,16,12,11,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,5.03115,0
5120,17,12,11,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,5.47449,0
5121,18,12,11,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,5.91883,0
5122,19,12,11,11,5.18605,0.570747,1.84487,3,5.4,202,255,186,1,-1,6.36396,0
5123,20,12,11,11,5.18605,0.570747,1.84487,3,5.85,202,255,186,1,-1,6.80974,0
5124,0,13,11,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,2.29456,0
5125,1,13,11,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,1.9615,0
5126,2,13,11,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,1.68375,0
5127,3,13,11,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,1.49248,0
5128,4,13,11,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,1.42302,0
5129,5,13,11,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,1.35,0
5130,6,13,11,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,1.42302,0
5131,7,13,11,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,1.6225,0
5132,8,13,11,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,1.90919,0
5133,9,13,11,11,5.18605,0.570747,1.84487,3,0.636396,202,255,186,1,-1,2.25,0
5134,10,13,11,11,5.18605,0.570747,1.84487,3,1.00623,202,255,186,1,-1,2.62393,0
5135,11,13,11,11,5.18605,0.570747,1.84487,3,1.42302,202,255,186,1,-1,3.01869,0
5136,12,13,11,11,5.18605,0.570747,1.84487,3,1.8554,202,255,186,1,-1,3.4271,0
5137,13,13,11,11,5.18605,0.570747,1.84487,3,2.29456,202,255,186,1,-1,3.8448,0
5138,14,13,11,11,5.18605,0.570747,1.84487,3,2.73724,202,255,186,1,-1,4.26907,0
5139,15,13,11,11,5.18605,0.570747,1.84487,3,3.18198,202,255,186,1,-1,4.69814,0
5140,16,13,11,11,5.18605,0.570747,1.84487,3,3.62802,202,255,186,1,-1,5.13079,0
5141,17,13,11,11,5.18605,0.570747,1.84487,3,4.07492,202,255,186,1,-1,5.56619,0
5142,18,13,11,11,5.18605,0.570747,1.84487,3,4.52244,202,255,186,1,-1,6.00375,0
5143,19,13,11,11,5.18605,0.570747,1.84487,3,4.97041,202,255,186,1,-1,6.44302,0
5144,20,13,11,11,5.18605,0.570747,1.84487,3,5.41872,202,255,186,1,-1,6.88368,0
5145,0,14,11,11,4.30118,0.360767,2.70496,2,1.8,255,148,165,1,-1,2.58505,0
5146,1,14,11,11,4.30118,0.360767,2.70496,2,1.8,255,148,165,1,-1,2.29456,0
5147,2,14,11,11,4.30118,0.360767,2.70496,2,1.8,255,148,165,1,-1,2.06216,0
5148,3,14,11,11,4.30118,0.360767,2.70496,2,1.8,255,148,165,1,-1,1.90919,0
5149,4,14,11,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,1.8554,0
5150,5,14,11,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,1.8,0
5151,6,14,11,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,1.8554,0
5152,7,14,11,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,2.01246,0
5153,8,14,11,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,2.25,0
5154,9,14,11,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,2.54558,0
5155,10,14,11,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,2.88141,0
5156,11,14,11,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,3.245,0
5157,12,14,11,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,3.62802,0
5158,13,14,11,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,4.02492,0
5159,14,14,11,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,4.43199,0
5160,15,14,11,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,4.84665,0
5161,16,14,11,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,5.26711,0
5162,17,14,11,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,5.6921,0
5163,18,14,11,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,6.12066,0
5164,19,14,11,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,6.5521,0
5165,20,14,11,11,5.18605,0.570747,1.84487,3,5.4,202,255,186,1,-1,6.98588,0
5166,0,15,11,11,4.30118,0.360767,2.70496,2,2.25,255,148,165,1,-1,2.91633,0
5167,1,15,11,11,4.30118,0.360767,2.70496,2,2.25,255,148,165,1,-1,2.66224,0
5168,2,15,11,11,4.30118,0.360767,2.70496,2,2.25,255,148,165,1,-1,2.46475,0
5169,3,15,11,11,4.30118,0.360767,2.70496,2,1.8,255,148,165,1,-1,2.33827,0
5170,4,15,11,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,2.29456,0
5171,5,15,11,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,2.25,0
5172,6,15,11,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,2.29456,0
5173,7,15,11,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,2.42332,0
5174,8,15,11,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,2.62393,0
5175,9,15,11,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,2.88141,0
5176,10,15,11,11,5.18605,0.570747,1.84487,3,0.636396,202,255,186,1,-1,3.18198,0
5177,11,15,11,11,5.18605,0.570747,1.84487,3,1.00623,202,255,186,1,-1,3.51461,0
5178,12,15,11,11,5.18605,0.570747,1.84487,3,1.42302,202,255,186,1,-1,3.87105,0
5179,13,15,11,11,5.18605,0.570747,1.84487,3,1.8554,202,255,186,1,-1,4.24529,0
5180,14,15,11,11,5.18605,0.570747,1.84487,3,2.29456,202,255,186,1,-1,4.63303,0
5181,15,15,11,11,5.18605,0.570747,1.84487,3,2.73724,202,255,186,1,-1,5.03115,0
5182,16,15,11,11,5.18605,0.570747,1.84487,3,3.18198,202,255,186,1,-1,5.43737,0
5183,17,15,11,11,5.18605,0.570747,1.84487,3,3.62802,202,255,186,1,-1,5.85,0
5184,18,15,11,11,5.18605,0.570747,1.84487,3,4.07492,202,255,186,1,-1,6.26777,0
5185,19,15,11,11,5.18605,0.570747,1.84487,3,4.52244,202,255,186,1,-1,6.68973,0
5186,20,15,11,11,5.18605,0.570747,1.84487,3,4.97041,202,255,186,1,-1,7.11512,0
5187,0,16,11,11,4.30118,0.360767,2.70496,2,2.7,255,148,165,1,-1,3.27605,0
5188,1,16,11,11,4.30118,0.360767,2.70496,2,2.7,255,148,165,1,-1,3.05205,0
5189,2,16,11,11,4.30118,0.360767,2.70496,2,2.7,255,148,165,1,-1,2.88141,0
5190,3,16,11,11,4.30118,0.360767,2.70496,2,2.25,255,148,165,1,-1,2.77399,0
5191,4,16,11,11,4.30118,0.360767,2.70496,2,1.8,255,148,165,1,-1,2.73724,0
5192,5,16,11,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,2.7,0
5193,6,16,11,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,2.73724,0
5194,7,16,11,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,2.84605,0
5195,8,16,11,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,3.01869,0
5196,9,16,11,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,3.245,0
5197,10,16,11,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,3.51461,0
5198,11,16,11,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,3.81838,0
5199,12,16,11,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,4.1488,0
5200,13,16,11,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,4.5,0
5201,14,16,11,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,4.86749,0
5202,15,16,11,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,5.24786,0
5203,16,16,11,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,5.63848,0
5204,17,16,11,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,6.03738,0
5205,18,16,11,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,6.44302,0
5206,19,16,11,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,6.8542,0
5207,20,16,11,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,7.26997,0
5208,0,17,11,11,4.30118,0.360767,2.70496,2,3.15,255,148,165,1,-1,3.65582,0
5209,1,17,11,11,4.30118,0.360767,2.70496,2,3.15,255,148,165,1,-1,3.45652,0
5210,2,17,11,11,4.30118,0.360767,2.70496,2,2.7,255,148,165,1,-1,3.30681,0
5211,3,17,11,11,4.30118,0.360767,2.70496,2,2.25,255,148,165,1,-1,3.21364,0
5212,4,17,11,11,4.30118,0.360767,2.70496,2,1.8,255,148,165,1,-1,3.18198,0
5213,5,17,11,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,3.15,0
5214,6,17,11,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,3.18198,0
5215,7,17,11,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,3.27605,0
5216,8,17,11,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,3.4271,0
5217,9,17,11,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,3.62802,0
5218,10,17,11,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,3.87105,0
5219,11,17,11,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,4.1488,0
5220,12,17,11,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,4.45477,0
5221,13,17,11,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,4.78357,0
5222,14,17,11,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,5.13079,0
5223,15,17,11,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,5.49295,0
5224,16,17,11,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,5.86728,0
5225,17,17,11,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,6.2516,0
5226,18,17,11,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,6.64417,0
5227,19,17,11,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,7.04361,0
5228,20,17,11,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,7.44883,0
5229,0,18,11,11,4.30118,0.360767,2.70496,2,3.6,255,148,165,1,-1,4.05,0
5230,1,18,11,11,4.30118,0.360767,2.70496,2,3.15,255,148,165,1,-1,3.87105,0
5231,2,18,11,11,4.30118,0.360767,2.70496,2,2.7,255,148,165,1,-1,3.73798,0
5232,3,18,11,11,4.30118,0.360767,2.70496,2,2.25,255,148,165,1,-1,3.65582,0
5233,4,18,11,11,4.30118,0.360767,2.70496,2,1.8,255,148,165,1,-1,3.62802,0
5234,5,18,11,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,3.6,0
5235,6,18,11,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,3.62802,0
5236,7,18,11,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,3.71079,0
5237,8,18,11,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,3.8448,0
5238,9,18,11,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,4.02492,0
5239,10,18,11,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,4.24529,0
5240,11,18,11,11,5.18605,0.570747,1.84487,3,0.636396,202,255,186,1,-1,4.5,0
5241,12,18,11,11,5.18605,0.570747,1.84487,3,1.00623,202,255,186,1,-1,4.78357,0
5242,13,18,11,11,5.18605,0.570747,1.84487,3,1.42302,202,255,186,1,-1,5.09117,0
5243,14,18,11,11,5.18605,0.570747,1.84487,3,1.8554,202,255,186,1,-1,5.41872,0
5244,15,18,11,11,5.18605,0.570747,1.84487,3,2.29456,202,255,186,1,-1,5.76281,0
5245,16,18,11,11,5.18605,0.570747,1.84487,3,2.73724,202,255,186,1,-1,6.12066,0
5246,17,18,11,11,5.18605,0.570747,1.84487,3,3.18198,202,255,186,1,-1,6.48999,0
5247,18,18,11,11,5.18605,0.570747,1.84487,3,3.62802,202,255,186,1,-1,6.86895,0
5248,19,18,11,11,5.18605,0.570747,1.84487,3,4.07492,202,255,186,1,-1,7.25603,0
5249,20,18,11,11,5.18605,0.570747,1.84487,3,4.52244,202,255,186,1,-1,7.65,0
5250,0,19,11,11,4.30118,0.360767,2.70496,2,4.05,255,148,165,1,-1,4.45477,0
5251,1,19,11,11,4.30118,0.360767,2.70496,2,3.6,255,148,165,1,-1,4.29273,0
5252,2,19,11,11,4.30118,0.360767,2.70496,2,3.15,255,148,165,1,-1,4.17313,0
5253,3,19,11,11,4.30118,0.360767,2.70496,2,2.7,255,148,165,1,-1,4.0997,0
5254,4,19,11,11,4.30118,0.360767,2.70496,2,2.25,255,148,165,1,-1,4.07492,0
5255,5,19,11,11,4.30118,0.360767,2.70496,2,1.8,255,148,165,1,-1,4.05,0
5256,6,19,11,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,4.07492,0
5257,7,19,11,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,4.1488,0
5258,8,19,11,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,4.26907,0
5259,9,19,11,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,4.43199,0
5260,10,19,11,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,4.63303,0
5261,11,19,11,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,4.86749,0
5262,12,19,11,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,5.13079,0
5263,13,19,11,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,5.41872,0
5264,14,19,11,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,5.72756,0
5265,15,19,11,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,6.05413,0
5266,16,19,11,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,6.3957,0
5267,17,19,11,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,6.75,0
5268,18,19,11,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,7.11512,0
5269,19,19,11,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,7.48949,0
5270,20,19,11,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,7.87178,0
5271,0,20,11,11,4.30118,0.360767,2.70496,2,4.05,255,148,165,1,-1,4.86749,0
5272,1,20,11,11,4.30118,0.360767,2.70496,2,3.6,255,148,165,1,-1,4.71964,0
5273,2,20,11,11,4.30118,0.360767,2.70496,2,3.15,255,148,165,1,-1,4.61113,0
5274,3,20,11,11,4.30118,0.360767,2.70496,2,2.7,255,148,165,1,-1,4.54478,0
5275,4,20,11,11,4.30118,0.360767,2.70496,2,2.25,255,148,165,1,-1,4.52244,0
5276,5,20,11,11,4.30118,0.360767,2.70496,2,1.8,255,148,165,1,-1,4.5,0
5277,6,20,11,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,4.52244,0
5278,7,20,11,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,4.58912,0
5279,8,20,11,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,4.69814,0
5280,9,20,11,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,4.84665,0
5281,10,20,11,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,5.03115,0
5282,11,20,11,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,5.24786,0
5283,12,20,11,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,5.49295,0
5284,13,20,11,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,5.76281,0
5285,14,20,11,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,6.05413,0
5286,15,20,11,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,6.36396,0
5287,16,20,11,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,6.68973,0
5288,17,20,11,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,7.02922,0
5289,18,20,11,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,7.38055,0
5290,19,20,11,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,7.74209,0
5291,20,20,11,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,8.11249,0
5292,0,0,12,11,4.35352,0.436289,2.35,1,3.6,255,20,233,1,-1,4.45477,0
5293,1,0,12,11,4.35352,0.436289,2.35,1,3.15,255,20,233,1,-1,4.29273,0
5294,2,0,12,11,4.35352,0.436289,2.35,1,2.7,255,20,233,1,-1,4.17313,0
5295,3,0,12,11,4.35352,0.436289,2.35,1,2.25,255,20,233,1,-1,4.0997,0
5296,4,0,12,11,4.35352,0.436289,2.35,1,1.8,255,20,233,1,-1,4.07492,0
5297,5,0,12,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,4.5,0
5298,6,0,12,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,4.52244,0
5299,7,0,12,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,4.58912,0
5300,8,0,12,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,4.69814,0
5301,9,0,12,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,4.84665,0
5302,10,0,12,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,5.03115,0
5303,11,0,12,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,5.24786,0
5304,12,0,12,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,5.49295,0
5305,13,0,12,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,5.76281,0
5306,14,0,12,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,6.05413,0
5307,15,0,12,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,6.36396,0
