vtkOriginalIndices,Structured Coordinates:0,Structured Coordinates:1,Structured Coordinates:2,Cell Type,EulerAngles:0,EulerAngles:1,EulerAngles:2,FeatureIds,GBEuclideanDistances,IPFColor:0,IPFColor:1,IPFColor:2,Phases,QPEuclideanDistances,TJEuclideanDistances,__vtkIsSelected__
817,19,17,1,11,5.18605,0.570747,1.84487,3,4.52244,202,255,186,1,-1,6.68973,0
818,20,17,1,11,5.18605,0.570747,1.84487,3,4.97041,202,255,186,1,-1,7.11512,0
819,0,18,1,11,4.30118,0.360767,2.70496,2,2.73724,255,148,165,1,-1,3.51461,0
820,1,18,1,11,4.30118,0.360767,2.70496,2,2.7,255,148,165,1,-1,3.245,0
821,2,18,1,11,4.30118,0.360767,2.70496,2,2.7,255,148,165,1,-1,3.01869,0
822,3,18,1,11,4.30118,0.360767,2.70496,2,2.25,255,148,165,1,-1,2.84605,0
823,4,18,1,11,4.30118,0.360767,2.70496,2,1.8,255,148,165,1,-1,2.73724,0
824,5,18,1,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,2.7,0
825,6,18,1,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,2.73724,0
826,7,18,1,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,2.84605,0
827,8,18,1,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,3.01869,0
828,9,18,1,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,3.245,0
829,10,18,1,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,3.51461,0
830,11,18,1,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,3.81838,0
831,12,18,1,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,4.1488,0
832,13,18,1,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,4.5,0
833,14,18,1,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,4.86749,0
834,15,18,1,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,5.24786,0
835,16,18,1,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,5.63848,0
836,17,18,1,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,6.03738,0
837,18,18,1,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,6.44302,0
838,19,18,1,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,6.8542,0
839,20,18,1,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,7.26997,0
840,0,19,1,11,4.30118,0.360767,2.70496,2,3.6,255,148,165,1,-1,3.87105,0
841,1,19,1,11,4.30118,0.360767,2.70496,2,3.15,255,148,165,1,-1,3.62802,0
842,2,19,1,11,4.30118,0.360767,2.70496,2,2.7,255,148,165,1,-1,3.4271,0
843,3,19,1,11,4.30118,0.360767,2.70496,2,2.25,255,148,165,1,-1,3.27605,0
844,4,19,1,11,4.30118,0.360767,2.70496,2,1.8,255,148,165,1,-1,3.18198,0
845,5,19,1,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,3.15,0
846,6,19,1,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,3.18198,0
847,7,19,1,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,3.27605,0
848,8,19,1,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,3.4271,0
849,9,19,1,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,3.62802,0
850,10,19,1,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,3.87105,0
851,11,19,1,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,4.1488,0
852,12,19,1,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,4.45477,0
853,13,19,1,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,4.78357,0
854,14,19,1,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,5.13079,0
855,15,19,1,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,5.49295,0
856,16,19,1,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,5.86728,0
857,17,19,1,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,6.2516,0
858,18,19,1,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,6.64417,0
859,19,19,1,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,7.04361,0
860,20,19,1,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,7.44883,0
861,0,20,1,11,4.30118,0.360767,2.70496,2,3.6,255,148,165,1,-1,4.24529,0
862,1,20,1,11,4.30118,0.360767,2.70496,2,3.15,255,148,165,1,-1,4.02492,0
863,2,20,1,11,4.30118,0.360767,2.70496,2,2.7,255,148,165,1,-1,3.8448,0
864,3,20,1,11,4.30118,0.360767,2.70496,2,2.25,255,148,165,1,-1,3.71079,0
865,4,20,1,11,4.30118,0.360767,2.70496,2,1.8,255,148,165,1,-1,3.62802,0
866,5,20,1,11,4.30118,0.360767,2.70496,2,1.35,255,148,165,1,-1,3.6,0
867,6,20,1,11,4.30118,0.360767,2.70496,2,0.9,255,148,165,1,-1,3.62802,0
868,7,20,1,11,4.30118,0.360767,2.70496,2,0.45,255,148,165,1,-1,3.71079,0
869,8,20,1,11,4.30118,0.360767,2.70496,2,0,255,148,165,1,-1,3.8448,0
870,9,20,1,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,4.02492,0
871,10,20,1,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,4.24529,0
872,11,20,1,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,4.5,0
873,12,20,1,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,4.78357,0
874,13,20,1,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,5.09117,0
875,14,20,1,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,5.41872,0
876,15,20,1,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,5.76281,0
877,16,20,1,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,6.12066,0
878,17,20,1,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,6.48999,0
879,18,20,1,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,6.86895,0
880,19,20,1,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,7.25603,0
881,20,20,1,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,7.65,0
882,0,0,2,11,4.35352,0.436289,2.35,1,4.05,255,20,233,1,-1,5.43737,0
883,1,0,2,11,4.35352,0.436289,2.35,1,3.6,255,20,233,1,-1,5.26711,0
884,2,0,2,11,4.35352,0.436289,2.35,1,3.15,255,20,233,1,-1,5.13079,0
885,3,0,2,11,4.35352,0.436289,2.35,1,2.7,255,20,233,1,-1,5.03115,0
886,4,0,2,11,4.35352,0.436289,2.35,1,2.25,255,20,233,1,-1,4.97041,0
887,5,0,2,11,4.35352,0.436289,2.35,1,1.8,255,20,233,1,-1,4.95,0
888,6,0,2,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,4.97041,0
889,7,0,2,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,5.03115,0
890,8,0,2,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,5.13079,0
891,9,0,2,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,5.26711,0
892,10,0,2,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,5.43737,0
893,11,0,2,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,5.63848,0
894,12,0,2,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,5.86728,0
895,13,0,2,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,6.12066,0
896,14,0,2,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,6.3957,0
897,15,0,2,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,6.68973,0
898,16,0,2,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,7.00036,0
899,17,0,2,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,7.32547,0
900,18,0,2,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,7.66322,0
901,19,0,2,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,8.01202,0
902,20,0,2,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,8.37048,0
903,0,1,2,11,4.35352,0.436289,2.35,1,3.62802,255,20,233,1,-1,5.03115,0
904,1,1,2,11,4.35352,0.436289,2.35,1,3.18198,255,20,233,1,-1,4.84665,0
905,2,1,2,11,4.35352,0.436289,2.35,1,2.73724,255,20,233,1,-1,4.69814,0
906,3,1,2,11,4.35352,0.436289,2.35,1,2.29456,255,20,233,1,-1,4.58912,0
907,4,1,2,11,4.35352,0.436289,2.35,1,1.8554,255,20,233,1,-1,4.52244,0
908,5,1,2,11,4.35352,0.436289,2.35,1,1.42302,255,20,233,1,-1,4.5,0
909,6,1,2,11,4.35352,0.436289,2.35,1,1.00623,255,20,233,1,-1,4.52244,0
910,7,1,2,11,4.35352,0.436289,2.35,1,0.636396,255,20,233,1,-1,4.58912,0
911,8,1,2,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,4.69814,0
912,9,1,2,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,4.84665,0
913,10,1,2,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,5.03115,0
914,11,1,2,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,5.24786,0
915,12,1,2,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,5.49295,0
916,13,1,2,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,5.76281,0
917,14,1,2,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,6.05413,0
918,15,1,2,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,6.36396,0
919,16,1,2,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,6.68973,0
920,17,1,2,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,7.02922,0
921,18,1,2,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,7.38055,0
922,19,1,2,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,7.74209,0
923,20,1,2,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,8.11249,0
924,0,2,2,11,4.35352,0.436289,2.35,1,3.6,255,20,233,1,-1,4.63303,0
925,1,2,2,11,4.35352,0.436289,2.35,1,3.15,255,20,233,1,-1,4.43199,0
926,2,2,2,11,4.35352,0.436289,2.35,1,2.7,255,20,233,1,-1,4.26907,0
927,3,2,2,11,4.35352,0.436289,2.35,1,2.25,255,20,233,1,-1,4.1488,0
928,4,2,2,11,4.35352,0.436289,2.35,1,1.8,255,20,233,1,-1,4.07492,0
929,5,2,2,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,4.05,0
930,6,2,2,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,4.07492,0
931,7,2,2,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,4.1488,0
932,8,2,2,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,4.26907,0
933,9,2,2,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,4.43199,0
934,10,2,2,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,4.63303,0
935,11,2,2,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,4.86749,0
936,12,2,2,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,5.13079,0
937,13,2,2,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,5.41872,0
938,14,2,2,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,5.72756,0
939,15,2,2,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,6.05413,0
940,16,2,2,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,6.3957,0
941,17,2,2,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,6.75,0
942,18,2,2,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,7.11512,0
943,19,2,2,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,7.48949,0
944,20,2,2,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,7.87178,0
945,0,3,2,11,4.35352,0.436289,2.35,1,3.15,255,20,233,1,-1,4.24529,0
946,1,3,2,11,4.35352,0.436289,2.35,1,3.15,255,20,233,1,-1,4.02492,0
947,2,3,2,11,4.35352,0.436289,2.35,1,2.7,255,20,233,1,-1,3.8448,0
948,3,3,2,11,4.35352,0.436289,2.35,1,2.25,255,20,233,1,-1,3.71079,0
949,4,3,2,11,4.35352,0.436289,2.35,1,1.8,255,20,233,1,-1,3.62802,0
950,5,3,2,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,3.6,0
951,6,3,2,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,3.62802,0
952,7,3,2,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,3.71079,0
953,8,3,2,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,3.8448,0
954,9,3,2,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,4.02492,0
955,10,3,2,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,4.24529,0
956,11,3,2,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,4.5,0
957,12,3,2,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,4.78357,0
958,13,3,2,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,5.09117,0
959,14,3,2,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,5.41872,0
960,15,3,2,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,5.76281,0
961,16,3,2,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,6.12066,0
962,17,3,2,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,6.48999,0
963,18,3,2,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,6.86895,0
964,19,3,2,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,7.25603,0
965,20,3,2,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,7.65,0
966,0,4,2,11,4.35352,0.436289,2.35,1,2.7,255,20,233,1,-1,3.87105,0
967,1,4,2,11,4.35352,0.436289,2.35,1,2.73724,255,20,233,1,-1,3.62802,0
968,2,4,2,11,4.35352,0.436289,2.35,1,2.7,255,20,233,1,-1,3.4271,0
969,3,4,2,11,4.35352,0.436289,2.35,1,2.25,255,20,233,1,-1,3.27605,0
970,4,4,2,11,4.35352,0.436289,2.35,1,1.8,255,20,233,1,-1,3.18198,0
971,5,4,2,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,3.15,0
972,6,4,2,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,3.18198,0
973,7,4,2,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,3.27605,0
974,8,4,2,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,3.4271,0
975,9,4,2,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,3.62802,0
976,10,4,2,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,3.87105,0
977,11,4,2,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,4.1488,0
978,12,4,2,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,4.45477,0
979,13,4,2,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,4.78357,0
980,14,4,2,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,5.13079,0
981,15,4,2,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,5.49295,0
982,16,4,2,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,5.86728,0
983,17,4,2,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,6.2516,0
984,18,4,2,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,6.64417,0
985,19,4,2,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,7.04361,0
986,20,4,2,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,7.44883,0
987,0,5,2,11,4.35352,0.436289,2.35,1,2.25,255,20,233,1,-1,3.51461,0
988,1,5,2,11,4.35352,0.436289,2.35,1,2.29456,255,20,233,1,-1,3.245,0
989,2,5,2,11,4.35352,0.436289,2.35,1,2.7,255,20,233,1,-1,3.01869,0
990,3,5,2,11,4.35352,0.436289,2.35,1,2.25,255,20,233,1,-1,2.84605,0
991,4,5,2,11,4.35352,0.436289,2.35,1,1.8,255,20,233,1,-1,2.73724,0
992,5,5,2,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,2.7,0
993,6,5,2,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,2.73724,0
994,7,5,2,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,2.84605,0
995,8,5,2,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,3.01869,0
996,9,5,2,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,3.245,0
997,10,5,2,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,3.51461,0
998,11,5,2,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,3.81838,0
999,12,5,2,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,4.1488,0
1000,13,5,2,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,4.5,0
1001,14,5,2,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,4.86749,0
1002,15,5,2,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,5.24786,0
1003,16,5,2,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,5.63848,0
1004,17,5,2,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,6.03738,0
1005,18,5,2,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,6.44302,0
1006,19,5,2,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,6.8542,0
1007,20,5,2,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,7.26997,0
1008,0,6,2,11,4.35352,0.436289,2.35,1,1.8,255,20,233,1,-1,3.18198,0
1009,1,6,2,11,4.35352,0.436289,2.35,1,1.8554,255,20,233,1,-1,2.88141,0
1010,2,6,2,11,4.35352,0.436289,2.35,1,2.25,255,20,233,1,-1,2.62393,0
1011,3,6,2,11,4.35352,0.436289,2.35,1,2.25,255,20,233,1,-1,2.42332,0
1012,4,6,2,11,4.35352,0.436289,2.35,1,1.42302,255,20,233,1,-1,2.29456,0
1013,5,6,2,11,4.35352,0.436289,2.35,1,1.00623,255,20,233,1,-1,2.25,0
1014,6,6,2,11,4.35352,0.436289,2.35,1,0.636396,255,20,233,1,-1,2.29456,0
1015,7,6,2,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,2.42332,0
1016,8,6,2,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,2.62393,0
1017,9,6,2,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,2.88141,0
1018,10,6,2,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,3.18198,0
1019,11,6,2,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,3.51461,0
1020,12,6,2,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,3.87105,0
1021,13,6,2,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,4.24529,0
1022,14,6,2,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,4.63303,0
1023,15,6,2,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,5.03115,0
1024,16,6,2,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,5.43737,0
1025,17,6,2,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,5.85,0
1026,18,6,2,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,6.26777,0
1027,19,6,2,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,6.68973,0
1028,20,6,2,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,7.11512,0
1029,0,7,2,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,2.88141,0
1030,1,7,2,11,4.35352,0.436289,2.35,1,1.42302,255,20,233,1,-1,2.54558,0
1031,2,7,2,11,4.35352,0.436289,2.35,1,1.8,255,20,233,1,-1,2.25,0
1032,3,7,2,11,4.35352,0.436289,2.35,1,1.8,255,20,233,1,-1,2.01246,0
1033,4,7,2,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,1.8554,0
1034,5,7,2,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,1.8,0
1035,6,7,2,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,1.8554,0
1036,7,7,2,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,2.01246,0
1037,8,7,2,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,2.25,0
1038,9,7,2,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,2.54558,0
1039,10,7,2,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,2.88141,0
1040,11,7,2,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,3.245,0
1041,12,7,2,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,3.62802,0
1042,13,7,2,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,4.02492,0
1043,14,7,2,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,4.43199,0
1044,15,7,2,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,4.84665,0
1045,16,7,2,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,5.26711,0
1046,17,7,2,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,5.6921,0
1047,18,7,2,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,6.12066,0
1048,19,7,2,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,6.5521,0
1049,20,7,2,11,5.18605,0.570747,1.84487,3,5.4,202,255,186,1,-1,6.98588,0
1050,0,8,2,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,2.62393,0
1051,1,8,2,11,4.35352,0.436289,2.35,1,1.00623,255,20,233,1,-1,2.25,0
1052,2,8,2,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,1.90919,0
1053,3,8,2,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,1.6225,0
1054,4,8,2,11,4.35352,0.436289,2.35,1,1.35,255,20,233,1,-1,1.42302,0
1055,5,8,2,11,4.35352,0.436289,2.35,1,0.636396,255,20,233,1,-1,1.35,0
1056,6,8,2,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,1.42302,0
1057,7,8,2,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,1.6225,0
1058,8,8,2,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,1.90919,0
1059,9,8,2,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,2.25,0
1060,10,8,2,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,2.62393,0
1061,11,8,2,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,3.01869,0
1062,12,8,2,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,3.4271,0
1063,13,8,2,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,3.8448,0
1064,14,8,2,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,4.26907,0
1065,15,8,2,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,4.69814,0
1066,16,8,2,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,5.13079,0
1067,17,8,2,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,5.56619,0
1068,18,8,2,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,6.00375,0
1069,19,8,2,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,6.44302,0
1070,20,8,2,11,5.18605,0.570747,1.84487,3,5.4,202,255,186,1,-1,6.88368,0
1071,0,9,2,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,2.42332,0
1072,1,9,2,11,4.35352,0.436289,2.35,1,0.636396,255,20,233,1,-1,2.01246,0
1073,2,9,2,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,1.6225,0
1074,3,9,2,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,1.27279,0
1075,4,9,2,11,4.35352,0.436289,2.35,1,0.9,255,20,233,1,-1,1.00623,0
1076,5,9,2,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,0.9,0
1077,6,9,2,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,1.00623,0
1078,7,9,2,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,1.27279,0
1079,8,9,2,11,5.18605,0.570747,1.84487,3,0.45,202,255,186,1,-1,1.6225,0
1080,9,9,2,11,5.18605,0.570747,1.84487,3,0.9,202,255,186,1,-1,2.01246,0
1081,10,9,2,11,5.18605,0.570747,1.84487,3,1.35,202,255,186,1,-1,2.42332,0
1082,11,9,2,11,5.18605,0.570747,1.84487,3,1.8,202,255,186,1,-1,2.84605,0
1083,12,9,2,11,5.18605,0.570747,1.84487,3,2.25,202,255,186,1,-1,3.27605,0
1084,13,9,2,11,5.18605,0.570747,1.84487,3,2.7,202,255,186,1,-1,3.71079,0
1085,14,9,2,11,5.18605,0.570747,1.84487,3,3.15,202,255,186,1,-1,4.1488,0
1086,15,9,2,11,5.18605,0.570747,1.84487,3,3.6,202,255,186,1,-1,4.58912,0
1087,16,9,2,11,5.18605,0.570747,1.84487,3,4.05,202,255,186,1,-1,5.03115,0
1088,17,9,2,11,5.18605,0.570747,1.84487,3,4.5,202,255,186,1,-1,5.47449,0
1089,18,9,2,11,5.18605,0.570747,1.84487,3,4.95,202,255,186,1,-1,5.91883,0
1090,19,9,2,11,5.18605,0.570747,1.84487,3,5.4,202,255,186,1,-1,6.36396,0
1091,20,9,2,11,5.18605,0.570747,1.84487,3,5.85,202,255,186,1,-1,6.80974,0
1092,0,10,2,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,2.29456,0
1093,1,10,2,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,1.8554,0
1094,2,10,2,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,1.42302,0
1095,3,10,2,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,1.00623,0
1096,4,10,2,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,0.636396,0
1097,5,10,2,11,4.35352,0.436289,2.35,1,0.45,255,20,233,1,-1,0.45,0
1098,6,10,2,11,4.35352,0.436289,2.35,1,0,255,20,233,1,-1,0.636396,0
1099,7,10,2,11,5.18605,0.570747,1.84487,3,0,202,255,186,1,-1,1.00623,0
