EulerAngles:0,EulerAngles:1,EulerAngles:2,FeatureIds,GBEuclideanDistances,IPFColor:0,IPFColor:1,IPFColor:2,Phases,QPEuclideanDistances,TJEuclideanDistances,Cell Type,vtkOriginalIndices,__vtkIsSelected__,Structured Coordinates:0,Structured Coordinates:1,Structured Coordinates:2
3.32961,0.710954,0.676732,203,2,144,102,255,1,4.3589,3,11,0,0,0,0,0
3.32961,0.710954,0.676732,203,1,144,102,255,1,3.74166,2,11,1,0,1,0,0
3.32961,0.710954,0.676732,203,0,144,102,255,1,3.31662,1,11,2,0,2,0,0
4.36533,2.82897,3.34782,23,0,255,176,105,1,3.16228,0,11,3,0,3,0,0
4.78951,2.39478,5.6753,263,0,123,137,255,1,5,1,11,4,0,4,0,0
4.78951,2.39478,5.6753,263,1,123,137,255,1,4.12311,2,11,5,0,5,0,0
4.78951,2.39478,5.6753,263,2,123,137,255,1,4.12311,3,11,6,0,6,0,0
4.78951,2.39478,5.6753,263,1,123,137,255,1,4,2.23607,11,7,0,7,0,0
4.78951,2.39478,5.6753,263,0,123,137,255,1,2.82843,2,11,8,0,8,0,0
5.37818,2.83968,2.1142,75,0,255,103,155,1,3,2.23607,11,9,0,9,0,0
5.37818,2.83968,2.1142,75,1,255,103,155,1,3.16228,3,11,10,0,10,0,0
5.37818,2.83968,2.1142,75,1,255,103,155,1,2.23607,2,11,11,0,11,0,0
5.37818,2.83968,2.1142,75,0,255,103,155,1,1.41421,1,11,12,0,12,0,0
2.51045,1.91971,2.88225,115,0,255,116,219,1,1,0,11,13,0,13,0,0
4.3841,2.94669,3.19996,54,0,255,140,39,1,1.41421,1,11,14,0,14,0,0
4.3841,2.94669,3.19996,54,1,255,140,39,1,2.23607,2,11,15,0,15,0,0
4.3841,2.94669,3.19996,54,2,255,140,39,1,3.16228,2,11,16,0,16,0,0
4.3841,2.94669,3.19996,54,2,255,140,39,1,3,2.23607,11,17,0,17,0,0
4.3841,2.94669,3.19996,54,1,255,140,39,1,2.44949,2,11,18,0,18,0,0
4.3841,2.94669,3.19996,54,0,255,140,39,1,2.23607,1,11,19,0,19,0,0
3.16027,2.24566,2.41929,201,0,49,75,255,1,2.23607,1,11,20,0,20,0,0
3.16027,2.24566,2.41929,201,0,49,75,255,1,2.23607,1,11,21,0,21,0,0
3.76837,1.31425,3.66214,192,0,222,200,255,1,2.44949,1,11,22,0,22,0,0
3.76837,1.31425,3.66214,192,1,222,200,255,1,3,1.41421,11,23,0,23,0,0
3.76837,1.31425,3.66214,192,0,222,200,255,1,4,3,11,24,0,24,0,0
4.14991,2.25438,5.76354,260,0,59,168,255,1,3.60555,3,11,25,0,25,0,0
4.14991,2.25438,5.76354,260,1,59,168,255,1,3.60555,4,11,26,0,26,0,0
4.14991,2.25438,5.76354,260,1.41421,59,168,255,1,4.47214,4,11,27,0,27,0,0
4.14991,2.25438,5.76354,260,3,59,168,255,1,4.58258,3.16228,11,28,0,28,0,0
4.14991,2.25438,5.76354,260,2,59,168,255,1,4.89898,3.16228,11,29,0,29,0,0
3.32961,0.710954,0.676732,203,2,144,102,255,1,3.74166,3,11,30,0,0,1,0
3.32961,0.710954,0.676732,203,1,144,102,255,1,3,2,11,31,0,1,1,0
3.32961,0.710954,0.676732,203,0,144,102,255,1,2.44949,1,11,32,0,2,1,0
4.36533,2.82897,3.34782,23,0,255,176,105,1,2.23607,0,11,33,0,3,1,0
4.78951,2.39478,5.6753,263,0,123,137,255,1,2.44949,1,11,34,0,4,1,0
4.78951,2.39478,5.6753,263,1,123,137,255,1,3.16228,2,11,35,0,5,1,0
4.78951,2.39478,5.6753,263,2,123,137,255,1,3.16228,3,11,36,0,6,1,0
4.78951,2.39478,5.6753,263,1,123,137,255,1,3,2,11,37,0,7,1,0
4.78951,2.39478,5.6753,263,0,123,137,255,1,2.23607,2,11,38,0,8,1,0
5.37818,2.83968,2.1142,75,0,255,103,155,1,2.44949,2.23607,11,39,0,9,1,0
5.37818,2.83968,2.1142,75,1,255,103,155,1,4,2.23607,11,40,0,10,1,0
5.37818,2.83968,2.1142,75,1,255,103,155,1,4,2,11,41,0,11,1,0
5.37818,2.83968,2.1142,75,0,255,103,155,1,1.73205,2,11,42,0,12,1,0
2.51045,1.91971,2.88225,115,0,255,116,219,1,1.41421,1,11,43,0,13,1,0
2.51045,1.91971,2.88225,115,0,255,116,219,1,1.73205,1,11,44,0,14,1,0
4.3841,2.94669,3.19996,54,0,255,140,39,1,3,1,11,45,0,15,1,0
4.3841,2.94669,3.19996,54,1,255,140,39,1,3.16228,1,11,46,0,16,1,0
4.3841,2.94669,3.19996,54,1,255,140,39,1,2.82843,1.41421,11,47,0,17,1,0
4.3841,2.94669,3.19996,54,1,255,140,39,1,2.23607,1,11,48,0,18,1,0
4.3841,2.94669,3.19996,54,0,255,140,39,1,2,0,11,49,0,19,1,0
3.16027,2.24566,2.41929,201,0,49,75,255,1,2,0,11,50,0,20,1,0
3.16027,2.24566,2.41929,201,0,49,75,255,1,2,0,11,51,0,21,1,0
3.76837,1.31425,3.66214,192,0,222,200,255,1,2.23607,0,11,52,0,22,1,0
3.76837,1.31425,3.66214,192,1,222,200,255,1,2.82843,1,11,53,0,23,1,0
3.76837,1.31425,3.66214,192,0,222,200,255,1,3,2,11,54,0,24,1,0
4.14991,2.25438,5.76354,260,0,59,168,255,1,2.82843,2,11,55,0,25,1,0
4.14991,2.25438,5.76354,260,1,59,168,255,1,2.82843,3,11,56,0,26,1,0
4.14991,2.25438,5.76354,260,1.41421,59,168,255,1,4.12311,3,11,57,0,27,1,0
4.14991,2.25438,5.76354,260,1.41421,59,168,255,1,4.24264,3,11,58,0,28,1,0
4.14991,2.25438,5.76354,260,1,59,168,255,1,4.58258,3,11,59,0,29,1,0
3.32961,0.710954,0.676732,203,2,144,102,255,1,3.31662,2.23607,11,60,0,0,2,0
3.32961,0.710954,0.676732,203,1,144,102,255,1,2.44949,2,11,61,0,1,2,0
3.32961,0.710954,0.676732,203,0,144,102,255,1,1.73205,1,11,62,0,2,2,0
4.36533,2.82897,3.34782,23,0,255,176,105,1,1.41421,0,11,63,0,3,2,0
4.78951,2.39478,5.6753,263,0,123,137,255,1,1.73205,1,11,64,0,4,2,0
4.78951,2.39478,5.6753,263,1,123,137,255,1,2.23607,2,11,65,0,5,2,0
4.78951,2.39478,5.6753,263,1.41421,123,137,255,1,2.23607,2,11,66,0,6,2,0
4.78951,2.39478,5.6753,263,1,123,137,255,1,2,1,11,67,0,7,2,0
4.78951,2.39478,5.6753,263,0,123,137,255,1,2,2,11,68,0,8,2,0
5.37818,2.83968,2.1142,75,0,255,103,155,1,2.23607,2.23607,11,69,0,9,2,0
5.37818,2.83968,2.1142,75,1,255,103,155,1,4,1.41421,11,70,0,10,2,0
5.37818,2.83968,2.1142,75,0,255,103,155,1,4,1,11,71,0,11,2,0
2.51045,1.91971,2.88225,115,0,255,116,219,1,2.44949,1.41421,11,72,0,12,2,0
2.51045,1.91971,2.88225,115,1,255,116,219,1,2.23607,1.41421,11,73,0,13,2,0
2.51045,1.91971,2.88225,115,1,255,116,219,1,3.16228,1,11,74,0,14,2,0
2.51045,1.91971,2.88225,115,0,255,116,219,1,3,0,11,75,0,15,2,0
4.3841,2.94669,3.19996,54,0,255,140,39,1,3,0,11,76,0,16,2,0
4.3841,2.94669,3.19996,54,0,255,140,39,1,4,1,11,77,0,17,2,0
4.3841,2.94669,3.19996,54,0,255,140,39,1,3,0,11,78,0,18,2,0
4.0893,2.36013,5.29642,281,0,102,149,255,1,2,1,11,79,0,19,2,0
4.0893,2.36013,5.29642,281,0,102,149,255,1,2.23607,1,11,80,0,20,2,0
4.0893,2.36013,5.29642,281,0,102,149,255,1,2,1,11,81,0,21,2,0
4.0893,2.36013,5.29642,281,0,102,149,255,1,2.23607,1,11,82,0,22,2,0
3.76837,1.31425,3.66214,192,0,222,200,255,1,2.23607,2,11,83,0,23,2,0
3.76837,1.31425,3.66214,192,0,222,200,255,1,2,1,11,84,0,24,2,0
4.14991,2.25438,5.76354,260,0,59,168,255,1,2.23607,1,11,85,0,25,2,0
4.14991,2.25438,5.76354,260,1,59,168,255,1,2.23607,2,11,86,0,26,2,0
4.14991,2.25438,5.76354,260,1,59,168,255,1,4,2,11,87,0,27,2,0
4.14991,2.25438,5.76354,260,1,59,168,255,1,4.12311,2.23607,11,88,0,28,2,0
4.14991,2.25438,5.76354,260,0,59,168,255,1,4.47214,3.16228,11,89,0,29,2,0
3.32961,0.710954,0.676732,203,1,144,102,255,1,3.16228,1.41421,11,90,0,0,3,0
3.32961,0.710954,0.676732,203,1,144,102,255,1,2.23607,1.41421,11,91,0,1,3,0
3.32961,0.710954,0.676732,203,0,144,102,255,1,1.41421,1,11,92,0,2,3,0
4.36533,2.82897,3.34782,23,0,255,176,105,1,1,0,11,93,0,3,3,0
4.78951,2.39478,5.6753,263,0,123,137,255,1,1.41421,1,11,94,0,4,3,0
4.78951,2.39478,5.6753,263,1,123,137,255,1,1.41421,1.41421,11,95,0,5,3,0
4.78951,2.39478,5.6753,263,1,123,137,255,1,1.41421,1,11,96,0,6,3,0
4.78951,2.39478,5.6753,263,0,123,137,255,1,1,0,11,97,0,7,3,0
5.37818,2.83968,2.1142,75,0,255,103,155,1,1.41421,1,11,98,0,8,3,0
5.37818,2.83968,2.1142,75,1,255,103,155,1,1.41421,1.41421,11,99,0,9,3,0
5.37818,2.83968,2.1142,75,0,255,103,155,1,3,1,11,100,0,10,3,0
5.37818,2.83968,2.1142,75,0,255,103,155,1,3,0,11,101,0,11,3,0
2.51045,1.91971,2.88225,115,0,255,116,219,1,3.16228,1,11,102,0,12,3,0
2.51045,1.91971,2.88225,115,1,255,116,219,1,3,2,11,103,0,13,3,0
2.51045,1.91971,2.88225,115,0,255,116,219,1,3.16228,1.41421,11,104,0,14,3,0
0.483433,2.73514,2.96605,389,0,255,230,123,1,4,1,11,105,0,15,3,0
0.483433,2.73514,2.96605,389,0,255,230,123,1,3.16228,1,11,106,0,16,3,0
0.483433,2.73514,2.96605,389,0,255,230,123,1,4.12311,1,11,107,0,17,3,0
0.483433,2.73514,2.96605,389,0,255,230,123,1,3.16228,0,11,108,0,18,3,0
4.0893,2.36013,5.29642,281,0,102,149,255,1,2.23607,1,11,109,0,19,3,0
4.0893,2.36013,5.29642,281,1,102,149,255,1,2,1,11,110,0,20,3,0
4.0893,2.36013,5.29642,281,1,102,149,255,1,2.23607,1.41421,11,111,0,21,3,0
4.0893,2.36013,5.29642,281,1,102,149,255,1,2.23607,2,11,112,0,22,3,0
4.0893,2.36013,5.29642,281,0,102,149,255,1,1.41421,1,11,113,0,23,3,0
3.76837,1.31425,3.66214,192,0,222,200,255,1,1,0,11,114,0,24,3,0
4.14991,2.25438,5.76354,260,0,59,168,255,1,2,0,11,115,0,25,3,0
4.14991,2.25438,5.76354,260,0,59,168,255,1,2,1,11,116,0,26,3,0
4.14991,2.25438,5.76354,260,0,59,168,255,1,2.23607,1,11,117,0,27,3,0
4.14991,2.25438,5.76354,260,0,59,168,255,1,2.82843,1.41421,11,118,0,28,3,0
3.14515,1.43247,2.97567,185,0,255,46,133,1,3.60555,2.23607,11,119,0,29,3,0
3.32961,0.710954,0.676732,203,0,144,102,255,1,3,1,11,120,0,0,4,0
3.32961,0.710954,0.676732,203,0,144,102,255,1,2,1,11,121,0,1,4,0
3.32961,0.710954,0.676732,203,0,144,102,255,1,1,0,11,122,0,2,4,0
4.36533,2.82897,3.34782,23,0,255,176,105,1,0,0,11,123,0,3,4,0
4.78951,2.39478,5.6753,263,0,123,137,255,1,1,0,11,124,0,4,4,0
4.78951,2.39478,5.6753,263,0,123,137,255,1,1,1,11,125,0,5,4,0
4.78951,2.39478,5.6753,263,0,123,137,255,1,1,0,11,126,0,6,4,0
2.56961,2.74781,0.179202,401,0,255,222,120,1,0,0,11,127,0,7,4,0
5.37818,2.83968,2.1142,75,0,255,103,155,1,1,0,11,128,0,8,4,0
5.37818,2.83968,2.1142,75,0,255,103,155,1,1,1,11,129,0,9,4,0
4.78203,2.93128,6.19242,284,0,255,144,52,1,1.41421,1,11,130,0,10,4,0
4.78203,2.93128,6.19242,284,0,255,144,52,1,2.23607,0,11,131,0,11,4,0
2.51045,1.91971,2.88225,115,0,255,116,219,1,2.23607,1,11,132,0,12,4,0
2.51045,1.91971,2.88225,115,1,255,116,219,1,2,1,11,133,0,13,4,0
2.51045,1.91971,2.88225,115,0,255,116,219,1,2.23607,1.41421,11,134,0,14,4,0
0.483433,2.73514,2.96605,389,0,255,230,123,1,2.82843,1.41421,11,135,0,15,4,0
0.483433,2.73514,2.96605,389,1,255,230,123,1,3.60555,2,11,136,0,16,4,0
0.483433,2.73514,2.96605,389,1,255,230,123,1,3.16228,2,11,137,0,17,4,0
0.483433,2.73514,2.96605,389,1,255,230,123,1,2.23607,1,11,138,0,18,4,0
0.483433,2.73514,2.96605,389,0,255,230,123,1,1.41421,0,11,139,0,19,4,0
4.0893,2.36013,5.29642,281,0,102,149,255,1,1,0,11,140,0,20,4,0
4.0893,2.36013,5.29642,281,0,102,149,255,1,1.41421,1,11,141,0,21,4,0
4.0893,2.36013,5.29642,281,0,102,149,255,1,2,2,11,142,0,22,4,0
4.0893,2.36013,5.29642,281,0,102,149,255,1,1,1,11,143,0,23,4,0
4.0893,2.36013,5.29642,281,0,102,149,255,1,0,0,11,144,0,24,4,0
0.836883,1.37035,4.40227,348,0,255,108,187,1,1,0,11,145,0,25,4,0
0.836883,1.37035,4.40227,348,0,255,108,187,1,2,0,11,146,0,26,4,0
3.14515,1.43247,2.97567,185,0,255,46,133,1,3,0,11,147,0,27,4,0
3.14515,1.43247,2.97567,185,0,255,46,133,1,4,1,11,148,0,28,4,0
3.14515,1.43247,2.97567,185,1,255,46,133,1,5,2,11,149,0,29,4,0
2.87756,3.02024,0.663056,20,0,255,39,92,1,3,1,11,150,0,0,5,0
2.87756,3.02024,0.663056,20,0,255,39,92,1,2,1,11,151,0,1,5,0
2.87756,3.02024,0.663056,20,0,255,39,92,1,1,1,11,152,0,2,5,0
2.87756,3.02024,0.663056,20,0,255,39,92,1,0,0,11,153,0,3,5,0
1.11383,1.04763,4.82329,372,0,204,255,143,1,0,0,11,154,0,4,5,0
1.11383,1.04763,4.82329,372,0,204,255,143,1,1,0,11,155,0,5,5,0
2.56961,2.74781,0.179202,401,0,255,222,120,1,1.41421,0,11,156,0,6,5,0
2.56961,2.74781,0.179202,401,1,255,222,120,1,1,1,11,157,0,7,5,0
2.56961,2.74781,0.179202,401,0,255,222,120,1,1.41421,0,11,158,0,8,5,0
4.78203,2.93128,6.19242,284,0,255,144,52,1,1,0,11,159,0,9,5,0
4.78203,2.93128,6.19242,284,1,255,144,52,1,1.41421,1,11,160,0,10,5,0
4.78203,2.93128,6.19242,284,1,255,144,52,1,2.23607,1,11,161,0,11,5,0
4.78203,2.93128,6.19242,284,0,255,144,52,1,1.41421,1,11,162,0,12,5,0
2.51045,1.91971,2.88225,115,0,255,116,219,1,1,0,11,163,0,13,5,0
0.483433,2.73514,2.96605,389,0,255,230,123,1,1.41421,1,11,164,0,14,5,0
0.483433,2.73514,2.96605,389,1,255,230,123,1,2.23607,2,11,165,0,15,5,0
0.483433,2.73514,2.96605,389,1,255,230,123,1,3.16228,3,11,166,0,16,5,0
0.483433,2.73514,2.96605,389,0,255,230,123,1,3,1.41421,11,167,0,17,5,0
0.483433,2.73514,2.96605,389,1,255,230,123,1,2,1,11,168,0,18,5,0
0.483433,2.73514,2.96605,389,0,255,230,123,1,1,0,11,169,0,19,5,0
3.43288,2.39945,1.98873,34,0,120,239,255,1,0,0,11,170,0,20,5,0
3.43288,2.39945,1.98873,34,0,120,239,255,1,1,1,11,171,0,21,5,0
3.43288,2.39945,1.98873,34,0,120,239,255,1,2,2,11,172,0,22,5,0
3.43288,2.39945,1.98873,34,0,120,239,255,1,2,1,11,173,0,23,5,0
3.43288,2.39945,1.98873,34,0,120,239,255,1,1,0,11,174,0,24,5,0
0.836883,1.37035,4.40227,348,0,255,108,187,1,1.41421,1,11,175,0,25,5,0
0.836883,1.37035,4.40227,348,0,255,108,187,1,2.23607,1,11,176,0,26,5,0
3.14515,1.43247,2.97567,185,0,255,46,133,1,3.16228,1,11,177,0,27,5,0
3.14515,1.43247,2.97567,185,1,255,46,133,1,4.12311,1,11,178,0,28,5,0
3.14515,1.43247,2.97567,185,1,255,46,133,1,5.09902,1.41421,11,179,0,29,5,0
2.87756,3.02024,0.663056,20,1,255,39,92,1,3.16228,1.41421,11,180,0,0,6,0
2.87756,3.02024,0.663056,20,1,255,39,92,1,2.23607,1.41421,11,181,0,1,6,0
2.87756,3.02024,0.663056,20,1,255,39,92,1,1.41421,1.41421,11,182,0,2,6,0
2.87756,3.02024,0.663056,20,0,255,39,92,1,1,1,11,183,0,3,6,0
1.11383,1.04763,4.82329,372,0,204,255,143,1,1,0,11,184,0,4,6,0
1.11383,1.04763,4.82329,372,0,204,255,143,1,1.41421,1,11,185,0,5,6,0
2.56961,2.74781,0.179202,401,0,255,222,120,1,2.23607,1,11,186,0,6,6,0
2.56961,2.74781,0.179202,401,1,255,222,120,1,2,1.41421,11,187,0,7,6,0
2.56961,2.74781,0.179202,401,1,255,222,120,1,1.73205,1,11,188,0,8,6,0
2.56961,2.74781,0.179202,401,0,255,222,120,1,1.41421,1,11,189,0,9,6,0
4.78203,2.93128,6.19242,284,0,255,144,52,1,2.23607,1.41421,11,190,0,10,6,0
4.78203,2.93128,6.19242,284,1,255,144,52,1,2,2,11,191,0,11,6,0
4.78203,2.93128,6.19242,284,1,255,144,52,1,1,1,11,192,0,12,6,0
4.78203,2.93128,6.19242,284,0,255,144,52,1,0,0,11,193,0,13,6,0
0.483433,2.73514,2.96605,389,0,255,230,123,1,1,1,11,194,0,14,6,0
0.483433,2.73514,2.96605,389,1,255,230,123,1,2,1.41421,11,195,0,15,6,0
0.483433,2.73514,2.96605,389,1,255,230,123,1,3,1.41421,11,196,0,16,6,0
0.483433,2.73514,2.96605,389,1,255,230,123,1,3.16228,1,11,197,0,17,6,0
0.483433,2.73514,2.96605,389,1,255,230,123,1,2.23607,1,11,198,0,18,6,0
0.483433,2.73514,2.96605,389,0,255,230,123,1,1.41421,0,11,199,0,19,6,0
3.43288,2.39945,1.98873,34,0,120,239,255,1,1,1,11,200,0,20,6,0
3.43288,2.39945,1.98873,34,1,120,239,255,1,1.41421,1.41421,11,201,0,21,6,0
3.43288,2.39945,1.98873,34,1,120,239,255,1,2.23607,3,11,202,0,22,6,0
3.43288,2.39945,1.98873,34,1,120,239,255,1,3,2,11,203,0,23,6,0
3.43288,2.39945,1.98873,34,0,120,239,255,1,2,1,11,204,0,24,6,0
0.836883,1.37035,4.40227,348,0,255,108,187,1,2.23607,1.41421,11,205,0,25,6,0
0.836883,1.37035,4.40227,348,1,255,108,187,1,2.82843,2,11,206,0,26,6,0
0.836883,1.37035,4.40227,348,0,255,108,187,1,3.60555,1,11,207,0,27,6,0
3.14515,1.43247,2.97567,185,0,255,46,133,1,4.47214,0,11,208,0,28,6,0
3.14515,1.43247,2.97567,185,0,255,46,133,1,5.38516,1,11,209,0,29,6,0
2.87756,3.02024,0.663056,20,2,255,39,92,1,4.12311,2.23607,11,210,0,0,7,0
2.87756,3.02024,0.663056,20,1.41421,255,39,92,1,4,2.23607,11,211,0,1,7,0
2.87756,3.02024,0.663056,20,1,255,39,92,1,2.23607,2,11,212,0,2,7,0
2.87756,3.02024,0.663056,20,0,255,39,92,1,2,1,11,213,0,3,7,0
2.94164,0.870386,3.55165,132,0,78,224,255,1,2,0,11,214,0,4,7,0
1.11383,1.04763,4.82329,372,0,204,255,143,1,3,0,11,215,0,5,7,0
2.56961,2.74781,0.179202,401,0,255,222,120,1,2,0,11,216,0,6,7,0
2.56961,2.74781,0.179202,401,1,255,222,120,1,3,1,11,217,0,7,7,0
2.56961,2.74781,0.179202,401,1,255,222,120,1,3.16228,1.41421,11,218,0,8,7,0
2.56961,2.74781,0.179202,401,0,255,222,120,1,3,1,11,219,0,9,7,0
4.78203,2.93128,6.19242,284,0,255,144,52,1,1.41421,1,11,220,0,10,7,0
4.78203,2.93128,6.19242,284,0,255,144,52,1,1.73205,2,11,221,0,11,7,0
4.78203,2.93128,6.19242,284,0,255,144,52,1,1.41421,1,11,222,0,12,7,0
5.99974,2.5607,3.35791,93,0,182,255,157,1,1,0,11,223,0,13,7,0
0.483433,2.73514,2.96605,389,0,255,230,123,1,1.41421,0,11,224,0,14,7,0
0.483433,2.73514,2.96605,389,0,255,230,123,1,2.23607,1,11,225,0,15,7,0
0.483433,2.73514,2.96605,389,0,255,230,123,1,3.16228,1.41421,11,226,0,16,7,0
0.483433,2.73514,2.96605,389,0,255,230,123,1,3.60555,1,11,227,0,17,7,0
0.483433,2.73514,2.96605,389,0,255,230,123,1,3.16228,0,11,228,0,18,7,0
3.43288,2.39945,1.98873,34,0,120,239,255,1,3,1,11,229,0,19,7,0
3.43288,2.39945,1.98873,34,1,120,239,255,1,2,1.41421,11,230,0,20,7,0
3.43288,2.39945,1.98873,34,2,120,239,255,1,2.23607,2.23607,11,231,0,21,7,0
3.43288,2.39945,1.98873,34,2,120,239,255,1,2.82843,2.23607,11,232,0,22,7,0
3.43288,2.39945,1.98873,34,1,120,239,255,1,3.16228,2,11,233,0,23,7,0
3.43288,2.39945,1.98873,34,0,120,239,255,1,2.23607,2,11,234,0,24,7,0
0.836883,1.37035,4.40227,348,0,255,108,187,1,3.16228,2,11,235,0,25,7,0
0.836883,1.37035,4.40227,348,1,255,108,187,1,3.31662,2,11,236,0,26,7,0
0.836883,1.37035,4.40227,348,0,255,108,187,1,3.74166,1,11,237,0,27,7,0
1.78921,2.27159,5.28653,347,0,15,154,255,1,4.3589,0,11,238,0,28,7,0
1.78921,2.27159,5.28653,347,0,15,154,255,1,8,1,11,239,0,29,7,0
2.87756,3.02024,0.663056,20,2,255,39,92,1,4.24264,2.82843,11,240,0,0,8,0
2.87756,3.02024,0.663056,20,1,255,39,92,1,4.12311,3,11,241,0,1,8,0
2.87756,3.02024,0.663056,20,0,255,39,92,1,3.16228,2.23607,11,242,0,2,8,0
2.94164,0.870386,3.55165,132,0,78,224,255,1,3,1.41421,11,243,0,3,8,0
2.94164,0.870386,3.55165,132,1,78,224,255,1,2.23607,1,11,244,0,4,8,0
2.94164,0.870386,3.55165,132,0,78,224,255,1,3.16228,1,11,245,0,5,8,0
2.94164,0.870386,3.55165,132,0,78,224,255,1,2.23607,1,11,246,0,6,8,0
2.56961,2.74781,0.179202,401,0,255,222,120,1,3.16228,2,11,247,0,7,8,0
2.56961,2.74781,0.179202,401,0,255,222,120,1,2.23607,1,11,248,0,8,8,0
2.56961,2.74781,0.179202,401,0,255,222,120,1,2,0,11,249,0,9,8,0
4.78203,2.93128,6.19242,284,0,255,144,52,1,1,0,11,250,0,10,8,0
5.99974,2.5607,3.35791,93,0,182,255,157,1,1.41421,1,11,251,0,11,8,0
5.99974,2.5607,3.35791,93,0,182,255,157,1,2.23607,2,11,252,0,12,8,0
5.99974,2.5607,3.35791,93,1,182,255,157,1,2,1,11,253,0,13,8,0
5.99974,2.5607,3.35791,93,0,182,255,157,1,2.23607,0,11,254,0,14,8,0
3.43091,2.72525,0.242365,409,0,255,220,147,1,4,0,11,255,0,15,8,0
3.43091,2.72525,0.242365,409,0,255,220,147,1,4,1,11,256,0,16,8,0
3.43091,2.72525,0.242365,409,0,255,220,147,1,3,1,11,257,0,17,8,0
3.43091,2.72525,0.242365,409,0,255,220,147,1,2.44949,0,11,258,0,18,8,0
3.43288,2.39945,1.98873,34,0,120,239,255,1,2.23607,1,11,259,0,19,8,0
3.43288,2.39945,1.98873,34,1,120,239,255,1,3,2,11,260,0,20,8,0
3.43288,2.39945,1.98873,34,1,120,239,255,1,3.16228,3,11,261,0,21,8,0
3.43288,2.39945,1.98873,34,1,120,239,255,1,3.16228,3,11,262,0,22,8,0
3.43288,2.39945,1.98873,34,1,120,239,255,1,3,2,11,263,0,23,8,0
3.43288,2.39945,1.98873,34,0,120,239,255,1,1.41421,1,11,264,0,24,8,0
0.836883,1.37035,4.40227,348,0,255,108,187,1,2.23607,1,11,265,0,25,8,0
0.836883,1.37035,4.40227,348,0,255,108,187,1,2.44949,2,11,266,0,26,8,0
1.78921,2.27159,5.28653,347,0,15,154,255,1,3,1.41421,11,267,0,27,8,0
1.78921,2.27159,5.28653,347,1,15,154,255,1,3.74166,1,11,268,0,28,8,0
1.78921,2.27159,5.28653,347,1,15,154,255,1,4.58258,1.41421,11,269,0,29,8,0
2.87756,3.02024,0.663056,20,1,255,39,92,1,3.74166,2.23607,11,270,0,0,9,0
2.87756,3.02024,0.663056,20,1,255,39,92,1,3.60555,2,11,271,0,1,9,0
2.87756,3.02024,0.663056,20,0,255,39,92,1,3.60555,2,11,272,0,2,9,0
2.94164,0.870386,3.55165,132,0,78,224,255,1,4,1.73205,11,273,0,3,9,0
2.94164,0.870386,3.55165,132,1,78,224,255,1,2.82843,1.41421,11,274,0,4,9,0
2.94164,0.870386,3.55165,132,1,78,224,255,1,3.60555,2,11,275,0,5,9,0
2.94164,0.870386,3.55165,132,1,78,224,255,1,2.82843,2,11,276,0,6,9,0
2.94164,0.870386,3.55165,132,0,78,224,255,1,2.82843,2,11,277,0,7,9,0
2.94164,0.870386,3.55165,132,0,78,224,255,1,2.23607,1,11,278,0,8,9,0
2.94164,0.870386,3.55165,132,0,78,224,255,1,2,0,11,279,0,9,9,0
5.99974,2.5607,3.35791,93,0,182,255,157,1,1,0,11,280,0,10,9,0
5.99974,2.5607,3.35791,93,1,182,255,157,1,1.41421,1,11,281,0,11,9,0
5.99974,2.5607,3.35791,93,1,182,255,157,1,2.23607,2,11,282,0,12,9,0
5.99974,2.5607,3.35791,93,1,182,255,157,1,3,1.41421,11,283,0,13,9,0
5.99974,2.5607,3.35791,93,0,182,255,157,1,2.82843,1,11,284,0,14,9,0
3.43091,2.72525,0.242365,409,0,255,220,147,1,3,1,11,285,0,15,9,0
3.43091,2.72525,0.242365,409,1,255,220,147,1,3,2,11,286,0,16,9,0
3.43091,2.72525,0.242365,409,1,255,220,147,1,2.44949,1.41421,11,287,0,17,9,0
3.43091,2.72525,0.242365,409,0,255,220,147,1,1.73205,1,11,288,0,18,9,0
3.43288,2.39945,1.98873,34,0,120,239,255,1,1.41421,0,11,289,0,19,9,0
3.43288,2.39945,1.98873,34,0,120,239,255,1,2,1,11,290,0,20,9,0
3.43288,2.39945,1.98873,34,0,120,239,255,1,2.23607,2,11,291,0,21,9,0
3.43288,2.39945,1.98873,34,0,120,239,255,1,2.23607,2,11,292,0,22,9,0
3.43288,2.39945,1.98873,34,0,120,239,255,1,2,1,11,293,0,23,9,0
3.43288,2.39945,1.98873,34,0,120,239,255,1,1,0,11,294,0,24,9,0
0.836883,1.37035,4.40227,348,0,255,108,187,1,1.41421,0,11,295,0,25,9,0
0.836883,1.37035,4.40227,348,0,255,108,187,1,1.73205,1,11,296,0,26,9,0
1.78921,2.27159,5.28653,347,0,15,154,255,1,2.44949,1.41421,11,297,0,27,9,0
1.78921,2.27159,5.28653,347,1,15,154,255,1,3.31662,2,11,298,0,28,9,0
1.78921,2.27159,5.28653,347,2,15,154,255,1,4.24264,2.23607,11,299,0,29,9,0
2.87756,3.02024,0.663056,20,0,255,39,92,1,3.31662,2,11,300,0,0,10,0
2.87756,3.02024,0.663056,20,0,255,39,92,1,3.16228,1,11,301,0,1,10,0
2.87756,3.02024,0.663056,20,0,255,39,92,1,3.16228,1,11,302,0,2,10,0
2.94164,0.870386,3.55165,132,0,78,224,255,1,4.12311,1.41421,11,303,0,3,10,0
